!version date: 2023/07/05 00:21:08
!description: Mapping of GO terms to Pfam entries. This mapping is generated from data supplied by InterPro for the InterPro2GO mapping.
!external resources: http://www.ebi.ac.uk/interpro, http://pfam.sanger.ac.uk/
!citation: Mitchell et al. (2015) Nucl. Acids Res. 43 :D213-D221
!contact:interhelp@ebi.ac.uk
!
Pfam:PF00001 7tm_1 > GO:G protein-coupled receptor activity ; GO:0004930
Pfam:PF00110 wnt > GO:signaling receptor binding ; GO:0005102
Pfam:PF00110 wnt > GO:multicellular organism development ; GO:0007275
Pfam:PF00110 wnt > GO:Wnt signaling pathway ; GO:0016055
Pfam:PF00110 wnt > GO:extracellular region ; GO:0005576
Pfam:PF00111 Fer2 > GO:iron-sulfur cluster binding ; GO:0051536
Pfam:PF00112 Peptidase_C1 > GO:cysteine-type peptidase activity ; GO:0008234
Pfam:PF00112 Peptidase_C1 > GO:proteolysis ; GO:0006508
Pfam:PF00114 Pilin > GO:cell adhesion ; GO:0007155
Pfam:PF00114 Pilin > GO:pilus ; GO:0009289
Pfam:PF00115 COX1 > GO:cytochrome-c oxidase activity ; GO:0004129
Pfam:PF00115 COX1 > GO:heme binding ; GO:0020037
Pfam:PF00115 COX1 > GO:aerobic respiration ; GO:0009060
Pfam:PF00115 COX1 > GO:membrane ; GO:0016020
Pfam:PF00116 COX2 > GO:cytochrome-c oxidase activity ; GO:0004129
Pfam:PF00116 COX2 > GO:copper ion binding ; GO:0005507
Pfam:PF00116 COX2 > GO:membrane ; GO:0016020
Pfam:PF00118 Cpn60_TCP1 > GO:ATP binding ; GO:0005524
Pfam:PF00119 ATP-synt_A > GO:proton transmembrane transporter activity ; GO:0015078
Pfam:PF00119 ATP-synt_A > GO:proton motive force-driven ATP synthesis ; GO:0015986
Pfam:PF00119 ATP-synt_A > GO:proton-transporting ATP synthase complex, coupling factor F(o) ; GO:0045263
Pfam:PF00120 Gln-synt_C > GO:glutamine synthetase activity ; GO:0004356
Pfam:PF00120 Gln-synt_C > GO:nitrogen compound metabolic process ; GO:0006807
Pfam:PF00121 TIM > GO:triose-phosphate isomerase activity ; GO:0004807
Pfam:PF00123 Hormone_2 > GO:hormone activity ; GO:0005179
Pfam:PF00123 Hormone_2 > GO:extracellular region ; GO:0005576
Pfam:PF00124 Photo_RC > GO:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity ; GO:0045156
Pfam:PF00124 Photo_RC > GO:photosynthetic electron transport in photosystem II ; GO:0009772
Pfam:PF00124 Photo_RC > GO:photosynthesis, light reaction ; GO:0019684
Pfam:PF00125 Histone > GO:DNA binding ; GO:0003677
Pfam:PF00126 HTH_1 > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00126 HTH_1 > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00127 Copper-bind > GO:copper ion binding ; GO:0005507
Pfam:PF00127 Copper-bind > GO:electron transfer activity ; GO:0009055
Pfam:PF00128 Alpha-amylase > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00131 Metallothio > GO:metal ion binding ; GO:0046872
Pfam:PF00133 tRNA-synt_1 > GO:nucleotide binding ; GO:0000166
Pfam:PF00133 tRNA-synt_1 > GO:aminoacyl-tRNA ligase activity ; GO:0004812
Pfam:PF00133 tRNA-synt_1 > GO:ATP binding ; GO:0005524
Pfam:PF00133 tRNA-synt_1 > GO:tRNA aminoacylation for protein translation ; GO:0006418
Pfam:PF00136 DNA_pol_B > GO:nucleotide binding ; GO:0000166
Pfam:PF00136 DNA_pol_B > GO:DNA binding ; GO:0003677
Pfam:PF00137 ATP-synt_C > GO:proton transmembrane transporter activity ; GO:0015078
Pfam:PF00137 ATP-synt_C > GO:proton transmembrane transport ; GO:1902600
Pfam:PF00137 ATP-synt_C > GO:proton-transporting two-sector ATPase complex, proton-transporting domain ; GO:0033177
Pfam:PF00139 Lectin_legB > GO:carbohydrate binding ; GO:0030246
Pfam:PF00140 Sigma70_r1_2 > GO:DNA binding ; GO:0003677
Pfam:PF00140 Sigma70_r1_2 > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00140 Sigma70_r1_2 > GO:sigma factor activity ; GO:0016987
Pfam:PF00140 Sigma70_r1_2 > GO:DNA-templated transcription initiation ; GO:0006352
Pfam:PF00140 Sigma70_r1_2 > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00141 peroxidase > GO:peroxidase activity ; GO:0004601
Pfam:PF00141 peroxidase > GO:heme binding ; GO:0020037
Pfam:PF00141 peroxidase > GO:response to oxidative stress ; GO:0006979
Pfam:PF00142 Fer4_NifH > GO:ATP binding ; GO:0005524
Pfam:PF00142 Fer4_NifH > GO:oxidoreductase activity ; GO:0016491
Pfam:PF00143 Interferon > GO:cytokine receptor binding ; GO:0005126
Pfam:PF00143 Interferon > GO:defense response ; GO:0006952
Pfam:PF00143 Interferon > GO:extracellular region ; GO:0005576
Pfam:PF00145 DNA_methylase > GO:methyltransferase activity ; GO:0008168
Pfam:PF00146 NADHdh > GO:membrane ; GO:0016020
Pfam:PF00148 Oxidored_nitro > GO:oxidoreductase activity ; GO:0016491
Pfam:PF00149 Metallophos > GO:hydrolase activity ; GO:0016787
Pfam:PF00150 Cellulase > GO:hydrolase activity, hydrolyzing O-glycosyl compounds ; GO:0004553
Pfam:PF00150 Cellulase > GO:organic substance metabolic process ; GO:0071704
Pfam:PF00151 Lipase > GO:lipase activity ; GO:0016298
Pfam:PF00152 tRNA-synt_2 > GO:nucleotide binding ; GO:0000166
Pfam:PF00152 tRNA-synt_2 > GO:aminoacyl-tRNA ligase activity ; GO:0004812
Pfam:PF00152 tRNA-synt_2 > GO:ATP binding ; GO:0005524
Pfam:PF00152 tRNA-synt_2 > GO:tRNA aminoacylation for protein translation ; GO:0006418
Pfam:PF00154 RecA > GO:single-stranded DNA binding ; GO:0003697
Pfam:PF00154 RecA > GO:ATP binding ; GO:0005524
Pfam:PF00154 RecA > GO:DNA repair ; GO:0006281
Pfam:PF00155 Aminotran_1_2 > GO:pyridoxal phosphate binding ; GO:0030170
Pfam:PF00155 Aminotran_1_2 > GO:biosynthetic process ; GO:0009058
Pfam:PF00157 Pou > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00157 Pou > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00158 Sigma54_activat > GO:ATP binding ; GO:0005524
Pfam:PF00158 Sigma54_activat > GO:transcription factor binding ; GO:0008134
Pfam:PF00158 Sigma54_activat > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00159 Hormone_3 > GO:hormone activity ; GO:0005179
Pfam:PF00159 Hormone_3 > GO:extracellular region ; GO:0005576
Pfam:PF00160 Pro_isomerase > GO:peptidyl-prolyl cis-trans isomerase activity ; GO:0003755
Pfam:PF00160 Pro_isomerase > GO:protein peptidyl-prolyl isomerization ; GO:0000413
Pfam:PF00161 RIP > GO:rRNA N-glycosylase activity ; GO:0030598
Pfam:PF00161 RIP > GO:negative regulation of translation ; GO:0017148
Pfam:PF00162 PGK > GO:phosphoglycerate kinase activity ; GO:0004618
Pfam:PF00162 PGK > GO:glycolytic process ; GO:0006096
Pfam:PF00163 Ribosomal_S4 > GO:rRNA binding ; GO:0019843
Pfam:PF00164 Ribosom_S12_S23 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00164 Ribosom_S12_S23 > GO:translation ; GO:0006412
Pfam:PF00164 Ribosom_S12_S23 > GO:ribosome ; GO:0005840
Pfam:PF00165 HTH_AraC > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00165 HTH_AraC > GO:sequence-specific DNA binding ; GO:0043565
Pfam:PF00165 HTH_AraC > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00166 Cpn10 > GO:ATP binding ; GO:0005524
Pfam:PF00166 Cpn10 > GO:protein folding chaperone ; GO:0044183
Pfam:PF00166 Cpn10 > GO:protein folding ; GO:0006457
Pfam:PF00167 FGF > GO:growth factor activity ; GO:0008083
Pfam:PF00170 bZIP_1 > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00170 bZIP_1 > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00171 Aldedh > GO:oxidoreductase activity ; GO:0016491
Pfam:PF00172 Zn_clus > GO:DNA-binding transcription factor activity, RNA polymerase II-specific ; GO:0000981
Pfam:PF00172 Zn_clus > GO:zinc ion binding ; GO:0008270
Pfam:PF00172 Zn_clus > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00175 NAD_binding_1 > GO:oxidoreductase activity ; GO:0016491
Pfam:PF00176 SNF2-rel_dom > GO:ATP binding ; GO:0005524
Pfam:PF00176 SNF2-rel_dom > GO:ATP-dependent chromatin remodeler activity ; GO:0140658
Pfam:PF00178 Ets > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00178 Ets > GO:sequence-specific DNA binding ; GO:0043565
Pfam:PF00178 Ets > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00181 Ribosomal_L2 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00181 Ribosomal_L2 > GO:translation ; GO:0006412
Pfam:PF00181 Ribosomal_L2 > GO:ribosome ; GO:0005840
Pfam:PF00182 Glyco_hydro_19 > GO:chitinase activity ; GO:0004568
Pfam:PF00182 Glyco_hydro_19 > GO:chitin catabolic process ; GO:0006032
Pfam:PF00182 Glyco_hydro_19 > GO:cell wall macromolecule catabolic process ; GO:0016998
Pfam:PF00183 HSP90 > GO:ATP binding ; GO:0005524
Pfam:PF00183 HSP90 > GO:ATP hydrolysis activity ; GO:0016887
Pfam:PF00183 HSP90 > GO:unfolded protein binding ; GO:0051082
Pfam:PF00183 HSP90 > GO:ATP-dependent protein folding chaperone ; GO:0140662
Pfam:PF00183 HSP90 > GO:protein folding ; GO:0006457
Pfam:PF00184 Hormone_5 > GO:neurohypophyseal hormone activity ; GO:0005185
Pfam:PF00184 Hormone_5 > GO:extracellular region ; GO:0005576
Pfam:PF00185 OTCace > GO:amino acid binding ; GO:0016597
Pfam:PF00185 OTCace > GO:carboxyl- or carbamoyltransferase activity ; GO:0016743
Pfam:PF00185 OTCace > GO:amino acid metabolic process ; GO:0006520
Pfam:PF00186 DHFR_1 > GO:dihydrofolate reductase activity ; GO:0004146
Pfam:PF00186 DHFR_1 > GO:tetrahydrofolate biosynthetic process ; GO:0046654
Pfam:PF00187 Chitin_bind_1 > GO:chitin binding ; GO:0008061
Pfam:PF00189 Ribosomal_S3_C > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00189 Ribosomal_S3_C > GO:translation ; GO:0006412
Pfam:PF00191 Annexin > GO:calcium ion binding ; GO:0005509
Pfam:PF00191 Annexin > GO:calcium-dependent phospholipid binding ; GO:0005544
Pfam:PF00193 Xlink > GO:hyaluronic acid binding ; GO:0005540
Pfam:PF00193 Xlink > GO:cell adhesion ; GO:0007155
Pfam:PF00196 GerE > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00197 Kunitz_legume > GO:endopeptidase inhibitor activity ; GO:0004866
Pfam:PF00198 2-oxoacid_dh > GO:acyltransferase activity ; GO:0016746
Pfam:PF00199 Catalase > GO:catalase activity ; GO:0004096
Pfam:PF00199 Catalase > GO:heme binding ; GO:0020037
Pfam:PF00201 UDPGT > GO:UDP-glycosyltransferase activity ; GO:0008194
Pfam:PF00202 Aminotran_3 > GO:transaminase activity ; GO:0008483
Pfam:PF00202 Aminotran_3 > GO:pyridoxal phosphate binding ; GO:0030170
Pfam:PF00203 Ribosomal_S19 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00203 Ribosomal_S19 > GO:translation ; GO:0006412
Pfam:PF00203 Ribosomal_S19 > GO:ribosome ; GO:0005840
Pfam:PF00204 DNA_gyraseB > GO:DNA binding ; GO:0003677
Pfam:PF00204 DNA_gyraseB > GO:DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity ; GO:0003918
Pfam:PF00204 DNA_gyraseB > GO:ATP binding ; GO:0005524
Pfam:PF00204 DNA_gyraseB > GO:DNA topological change ; GO:0006265
Pfam:PF00205 TPP_enzyme_M > GO:magnesium ion binding ; GO:0000287
Pfam:PF00205 TPP_enzyme_M > GO:thiamine pyrophosphate binding ; GO:0030976
Pfam:PF00207 A2M > GO:endopeptidase inhibitor activity ; GO:0004866
Pfam:PF00208 ELFV_dehydrog > GO:oxidoreductase activity ; GO:0016491
Pfam:PF00208 ELFV_dehydrog > GO:amino acid metabolic process ; GO:0006520
Pfam:PF00209 SNF > GO:membrane ; GO:0016020
Pfam:PF00210 Ferritin > GO:ferric iron binding ; GO:0008199
Pfam:PF00211 Guanylate_cyc > GO:cyclic nucleotide biosynthetic process ; GO:0009190
Pfam:PF00211 Guanylate_cyc > GO:intracellular signal transduction ; GO:0035556
Pfam:PF00212 ANP > GO:hormone activity ; GO:0005179
Pfam:PF00212 ANP > GO:extracellular region ; GO:0005576
Pfam:PF00213 OSCP > GO:proton-transporting ATP synthase activity, rotational mechanism ; GO:0046933
Pfam:PF00213 OSCP > GO:proton motive force-driven ATP synthesis ; GO:0015986
Pfam:PF00214 Calc_CGRP_IAPP > GO:hormone activity ; GO:0005179
Pfam:PF00214 Calc_CGRP_IAPP > GO:extracellular region ; GO:0005576
Pfam:PF00215 OMPdecase > GO:orotidine-5'-phosphate decarboxylase activity ; GO:0004590
Pfam:PF00215 OMPdecase > GO:'de novo' pyrimidine nucleobase biosynthetic process ; GO:0006207
Pfam:PF00216 Bac_DNA_binding > GO:DNA binding ; GO:0003677
Pfam:PF00216 Bac_DNA_binding > GO:structural constituent of chromatin ; GO:0030527
Pfam:PF00217 ATP-gua_Ptrans > GO:kinase activity ; GO:0016301
Pfam:PF00217 ATP-gua_Ptrans > GO:transferase activity, transferring phosphorus-containing groups ; GO:0016772
Pfam:PF00218 IGPS > GO:indole-3-glycerol-phosphate synthase activity ; GO:0004425
Pfam:PF00219 IGFBP > GO:extracellular region ; GO:0005576
Pfam:PF00220 Hormone_4 > GO:neurohypophyseal hormone activity ; GO:0005185
Pfam:PF00220 Hormone_4 > GO:extracellular region ; GO:0005576
Pfam:PF00223 PsaA_PsaB > GO:photosynthesis ; GO:0015979
Pfam:PF00223 PsaA_PsaB > GO:thylakoid ; GO:0009579
Pfam:PF00223 PsaA_PsaB > GO:membrane ; GO:0016020
Pfam:PF00224 PK > GO:magnesium ion binding ; GO:0000287
Pfam:PF00224 PK > GO:pyruvate kinase activity ; GO:0004743
Pfam:PF00224 PK > GO:potassium ion binding ; GO:0030955
Pfam:PF00224 PK > GO:glycolytic process ; GO:0006096
Pfam:PF00225 Kinesin > GO:microtubule motor activity ; GO:0003777
Pfam:PF00225 Kinesin > GO:ATP binding ; GO:0005524
Pfam:PF00225 Kinesin > GO:microtubule binding ; GO:0008017
Pfam:PF00225 Kinesin > GO:microtubule-based movement ; GO:0007018
Pfam:PF00227 Proteasome > GO:proteolysis involved in protein catabolic process ; GO:0051603
Pfam:PF00227 Proteasome > GO:proteasome core complex ; GO:0005839
Pfam:PF00228 Bowman-Birk_leg > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
Pfam:PF00228 Bowman-Birk_leg > GO:extracellular region ; GO:0005576
Pfam:PF00229 TNF > GO:tumor necrosis factor receptor binding ; GO:0005164
Pfam:PF00229 TNF > GO:immune response ; GO:0006955
Pfam:PF00229 TNF > GO:membrane ; GO:0016020
Pfam:PF00230 MIP > GO:channel activity ; GO:0015267
Pfam:PF00230 MIP > GO:transmembrane transport ; GO:0055085
Pfam:PF00230 MIP > GO:membrane ; GO:0016020
Pfam:PF00231 ATP-synt > GO:proton-transporting ATP synthase activity, rotational mechanism ; GO:0046933
Pfam:PF00231 ATP-synt > GO:proton motive force-driven ATP synthesis ; GO:0015986
Pfam:PF00231 ATP-synt > GO:proton-transporting ATP synthase complex, catalytic core F(1) ; GO:0045261
Pfam:PF00232 Glyco_hydro_1 > GO:hydrolase activity, hydrolyzing O-glycosyl compounds ; GO:0004553
Pfam:PF00232 Glyco_hydro_1 > GO:carbohydrate metabolic process ; GO:0005975
Pfam:PF00233 PDEase_I > GO:3',5'-cyclic-nucleotide phosphodiesterase activity ; GO:0004114
Pfam:PF00233 PDEase_I > GO:signal transduction ; GO:0007165
Pfam:PF00235 Profilin > GO:actin binding ; GO:0003779
Pfam:PF00236 Hormone_6 > GO:hormone activity ; GO:0005179
Pfam:PF00236 Hormone_6 > GO:extracellular region ; GO:0005576
Pfam:PF00237 Ribosomal_L22 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00237 Ribosomal_L22 > GO:translation ; GO:0006412
Pfam:PF00237 Ribosomal_L22 > GO:ribosome ; GO:0005840
Pfam:PF00238 Ribosomal_L14 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00238 Ribosomal_L14 > GO:translation ; GO:0006412
Pfam:PF00238 Ribosomal_L14 > GO:ribosome ; GO:0005840
Pfam:PF00239 Resolvase > GO:DNA strand exchange activity ; GO:0000150
Pfam:PF00239 Resolvase > GO:DNA binding ; GO:0003677
Pfam:PF00239 Resolvase > GO:DNA recombination ; GO:0006310
Pfam:PF00240 ubiquitin > GO:protein binding ; GO:0005515
Pfam:PF00241 Cofilin_ADF > GO:actin binding ; GO:0003779
Pfam:PF00242 DNA_pol_viral_N > GO:DNA binding ; GO:0003677
Pfam:PF00242 DNA_pol_viral_N > GO:DNA-directed DNA polymerase activity ; GO:0003887
Pfam:PF00242 DNA_pol_viral_N > GO:DNA replication ; GO:0006260
Pfam:PF00243 NGF > GO:signaling receptor binding ; GO:0005102
Pfam:PF00245 Alk_phosphatase > GO:phosphatase activity ; GO:0016791
Pfam:PF00246 Peptidase_M14 > GO:metallocarboxypeptidase activity ; GO:0004181
Pfam:PF00246 Peptidase_M14 > GO:zinc ion binding ; GO:0008270
Pfam:PF00246 Peptidase_M14 > GO:proteolysis ; GO:0006508
Pfam:PF00250 Forkhead > GO:DNA-binding transcription factor activity ; GO:0003700
Pfam:PF00250 Forkhead > GO:sequence-specific DNA binding ; GO:0043565
Pfam:PF00250 Forkhead > GO:regulation of DNA-templated transcription ; GO:0006355
Pfam:PF00253 Ribosomal_S14 > GO:structural constituent of ribosome ; GO:0003735
Pfam:PF00253 Ribosomal_S14 > GO:translation ; GO:0006412
Pfam:PF00253 Ribosomal_S14 > GO:ribosome ; GO:0005840
Pfam:PF00254 FKBP_C > GO:peptidyl-prolyl cis-trans isomerase activity ; GO:0003755
Pfam:PF00255 GSHPx > GO:glutathione peroxidase activity ; GO:0004602
Pfam:PF00255 GSHPx > GO:response to oxidative stress ; GO:0006979
Pfam:PF00257 Dehydrin > GO:response to water ; GO:0009415
Pfam:PF00258 Flavodoxin_1 > GO:FMN binding ; GO:0010181
Pfam:PF00260 Protamine_P1 > GO:DNA binding ; GO:0003677
Pfam:PF00260 Protamine_P1 > GO:spermatogenesis ; GO:0007283
Pfam:PF00260 Protamine_P1 > GO:sperm DNA condensation ; GO:0035092
Pfam:PF00260 Protamine_P1 > GO:nucleosome ; GO:0000786
Pfam:PF00260 Protamine_P1 > GO:nucleus ; GO:0005634
Pfam:PF00262 Calreticulin > GO:calcium ion binding ; GO:0005509
